1599727851545::TouchData - Username: TEST-1; time_ms: 1599727851198; event: Move; X: 1165.0; Y: 1905.0; Pressure: 0.8; Area: 0.11764706; TouchID: 5

1599727851547::TouchData - Username: TEST-1; time_ms: 1599727851214; event: Move; X: 1165.0; Y: 1905.0; Pressure: 0.8125; Area: 0.11764706; TouchID: 5

1599727851549::TouchData - Username: TEST-1; time_ms: 1599727851214; event: Move; X: 1165.0; Y: 1905.0; Pressure: 0.8125; Area: 0.11764706; TouchID: 5

1599727851551::TouchData - Username: TEST-1; time_ms: 1599727851230; event: Move; X: 1165.0; Y: 1905.0; Pressure: 0.8; Area: 0.11764706; TouchID: 5

1599727851553::TouchData - Username: TEST-1; time_ms: 1599727851230; event: Move; X: 1165.0; Y: 1905.0; Pressure: 0.8; Area: 0.11764706; TouchID: 5

1599727851554::TouchData - Username: TEST-1; time_ms: 1599727851247; event: Move; X: 1165.0; Y: 1905.0; Pressure: 0.7875; Area: 0.11764706; TouchID: 5

1599727851556::TouchData - Username: TEST-1; time_ms: 1599727851247; event: Move; X: 1165.0; Y: 1905.0; Pressure: 0.7875; Area: 0.11764706; TouchID: 5

1599727851558::TouchData - Username: TEST-1; time_ms: 1599727851274; event: Move; X: 1165.0; Y: 1905.0; Pressure: 0.75; Area: 0.11764706; TouchID: 5

1599727851561::TouchData - Username: TEST-1; time_ms: 1599727851274; event: Move; X: 1165.0; Y: 1905.0; Pressure: 0.65000004; Area: 0.11764706; TouchID: 5

1599727851563::TouchData - Username: TEST-1; time_ms: 1599727851276; event: Up; X: 1165.0; Y: 1905.0; Pressure: 0.65000004; Area: 0.11764706; TouchID: 5

1599727851788::PIN ENTRY FINISHED

1599727851846::Accelerometer - Username: TEST-2; X: -0.51013917; Y: 7.4772515; Z: 6.485713; Time: 1599727851844

1599727851849::Gyroscope - Username: TEST-2; X rotation: 0.004757498; Y rotation: 0.02468006; Z rotation: 0.008954241; Time: 1599727851847

1599727851851::Accelerometer - Username: TEST-2; X: -0.5412744; Y: 7.5299416; Z: 6.5120583; Time: 1599727851849

1599727851853::Gyroscope - Username: TEST-2; X rotation: -0.01388463; Y rotation: 0.0550401; Z rotation: 0.10109962; Time: 1599727851851

1599727851855::Accelerometer - Username: TEST-2; X: -0.34967285; Y: 7.288045; Z: 6.5479836; Time: 1599727851853

1599727851857::Gyroscope - Username: TEST-2; X rotation: -0.026667805; Y rotation: 0.018821105; Z rotation: 0.0062910793; Time: 1599727851856

1599727851905::Accelerometer - Username: TEST-2; X: -0.488584; Y: 7.441326; Z: 6.478528; Time: 1599727851899

1599727851910::Gyroscope - Username: TEST-2; X rotation: -0.034124654; Y rotation: -0.017397886; Z rotation: -0.011285784; Time: 1599727851907

1599727852061::Accelerometer - Username: TEST-2; X: -0.40715334; Y: 7.3958206; Z: 6.583909; Time: 1599727852058

1599727852065::Gyroscope - Username: TEST-2; X rotation: -0.007493044; Y rotation: 0.0033747712; Z rotation: 0.01108477; Time: 1599727852061

1599727852221::Accelerometer - Username: TEST-2; X: -0.45026368; Y: 7.3479204; Z: 6.559959; Time: 1599727852217

1599727852225::Gyroscope - Username: TEST-2; X rotation: -3.6192592E-5; Y rotation: -0.004614712; Z rotation: -0.007557358; Time: 1599727852222

1599727852379::Accelerometer - Username: TEST-2; X: -0.45505372; Y: 7.4030056; Z: 6.607859; Time: 1599727852375

1599727852383::Gyroscope - Username: TEST-2; X rotation: 0.027660681; Y rotation: -0.022191577; Z rotation: 0.008421608; Time: 1599727852380

1599727852538::Accelerometer - Username: TEST-2; X: -0.39517823; Y: 7.36708; Z: 6.543194; Time: 1599727852534

1599727852542::Gyroscope - Username: TEST-2; X rotation: 0.009551188; Y rotation: 0.036397967; Z rotation: 0.01641109; Time: 1599727852538

1599727852697::Accelerometer - Username: TEST-2; X: -0.366438; Y: 7.302415; Z: 6.5048733; Time: 1599727852693

1599727852702::Gyroscope - Username: TEST-2; X rotation: -0.019743586; Y rotation: 0.05610536; Z rotation: -0.020873165; Time: 1599727852698

